title,description,link,date_published
"""Seguimos persiguiendo sueños"": Grupo 5 brilla en los Billboard Latin Music Week en Miami","Por primera vez, la orquesta de Monsefú participó en el encuentro musical más importante de la industria latina en Miami, compartiendo escenario con Olga Tañón, Guaynaa y otros artistas.",https://rpp.pe/musica/nacional/grupo-5-brilla-en-los-billboard-latin-music-week-en-miami-seguimos-persiguiendo-suenos-noticia-1660482,2025-10-23T12:40:57
Universitario vs. Sporting Cristal hoy EN VIVO: partidazo en el Nacional por la fecha 14 del Torneo Clausura 2025,Sporting Cristal recibe a Universitario en un partido vital para ambos por una jornada pendiente de la Liga1 Te Apuesto.,https://rpp.pe/futbol/descentralizado/universitario-vs-sporting-cristal-ver-l1-max-transmision-gratis-desde-tu-celular-fecha-14-torneo-clausura-2025-link-stream-partidos-de-hoy-noticia-1660460,2025-10-23T12:36:08
"Hoy, Sporting Cristal vs Universitario: ¿a qué hora juegan en el Nacional y dónde ver en vivo el Torneo Clausura?","Cristal vs Universitario medirán fuerzas por la fecha 14 del Torneo Clausura, duelo que se jugará solo con hinchada local.",https://rpp.pe/futbol/descentralizado/universitario-vs-sporting-cristal-en-vivo-a-que-hora-juegan-en-el-estadio-nacional-y-donde-ver-por-el-torneo-clausura-2025-via-liga1-gratis-partidos-de-hoy-noticia-1660239,2025-10-23T12:35:04
Rusia dice que sanciones estadounidenses contra petroleras no serán un problema,"La portavoz de la diplomacia rusa, María Zakharova, indicó que Moscú considera que la decisión estadounidense de imponer sanciones a sus dos mayores petroleros es “totalmente contraproducente”.",https://rpp.pe/mundo/rusia/rusia-dice-que-sanciones-estadounidenses-contra-petroleras-no-seran-un-problema-noticia-1660592,2025-10-23T12:30:02
[GUÍA] Retiro de AFP 2025: estos son todos los pasos para registrar tu solicitud y acceder a tu fondo de pensiones,Ya se encuentra activo el registro del octavo retiro facultativo de AFP para aquellas personas cuyo DNI acaba en 0. Conoce los detalles sobre los pasos para acceder al dinero ahorrado en tu fondo de pensiones.,https://rpp.pe/economia/economia/retiro-afp-2025-estos-son-los-pasos-para-registrar-tu-solicitud-por-el-desembolso-de-tus-fondos-noticia-1660521,2025-10-23T12:00:36
Cronograma del octavo retiro de AFP 2025 HOY: cuándo te toca presentar tu solicitud según tu DNI,"El desembolso se efectuará hasta en cuatro armadas mensuales de 1 UIT cada una (S/5 350), después de 30 días de ingresada la solicitud, y cada 30 días hasta completar el total solicitado.",https://rpp.pe/economia/economia/octavo-retiro-de-afp-2025-conoce-el-cronograma-oficial-segun-el-numero-de-dni-noticia-1657530,2025-10-23T12:00:03
Estrenos de Películas hoy 23 de octubre del 2025,"Estas son las películas que se estrenan hoy en Perú en las plataformas online de streaming. Revisa aquí la sinopsis, puntaje y trailer de los títulos de Netflix, Amazon Prime, Disney y Max.",https://rpp.pe/cine/cartelera/estrenos-de-peliculas-hoy-21-de-octubre-del-2025-noticia-1660241,2025-10-21T12:02:04
Piura: mujer con ceguera severa intentó ingresar droga oculta en pimentones y ajíes al penal de varones,"La mujer, identificada como Jenny Roxana Abad Romero, fue intervenida junto con un acompañante, cuando intentaban ingresar marihuana camuflada en alimentos destinados a sus hijos internos del penal de Piura.",https://rpp.pe/peru/piura/piura-mujer-con-ceguera-severa-intento-ingresar-droga-oculta-en-pimentones-y-ajies-al-penal-de-varones-noticia-1660586,2025-10-23T11:59:26
La primera ministra de Japón dice estar lista a reunirse con Kim Jong-un,"Sanae Takaichi, que asumió el cargo el martes tras recibir el voto positivo del Parlamento, dijo estar ""preparada"" para una cumbre con el líder norcoreano, sin precisar una fecha concreta sobre el posible encuentro.",https://rpp.pe/mundo/asia/sanae-takaichi-primera-ministra-de-japon-dice-estar-lista-a-reunirse-con-kim-jong-un-noticia-1660588,2025-10-23T11:45:51
El papa León XIV y los reyes Carlos III y Camila tuvieron histórico encuentro en el Vaticano [FOTOS],"Es la primera vez que un monarca británico y el papa rezan juntos desde la reforma anglicana, cuando en 1534 el entonces rey británico Enrique VIII rompió con Roma tras el intento frustrado de anular su matrimonio con Catalina de Aragón para esposarse con Ana Bolena.",https://rpp.pe/famosos/celebridades/leon-xiv-y-los-reyes-carlos-iii-y-camila-tuvieron-historico-encuentro-en-el-vaticano-fotos-noticia-1660587,2025-10-23T11:30:35
